jolegran_005.jpg,578,1606,1141,762,0.787053
jolegran_005.jpg,543,444,1135,579,0.943919
jolegran_006.jpg,651,1549,1354,653,0.905861
jolegran_006.jpg,648,531,1336,648,0.935767
jolegran_007.jpg,727,1609,1201,680,0.890593
jolegran_007.jpg,696,603,1175,678,0.928552
jolegran_009.jpg,627,1163,1116,677,0.919769
jolegran_011.jpg,610,1588,1449,767,0.948756
lacouran_001.jpg,1812,974,1115,600,0.941274
lacouran_002.jpg,1946,631,997,603,0.932368
lacouran_003.jpg,2562,1198,807,573,0.951494
lacouran_005.jpg,3160,1041,840,1377,0.89778
maresfra_004.jpg,219,691,225,147,0.703491
maresfra_004.jpg,457,0,291,241,0.925863
maresfra_005.jpg,409,146,200,136,0.877306
maresfra_005.jpg,411,411,237,133,0.907045
mejiadie_002.jpg,376,323,367,193,0.849275
mejiadie_003.jpg,452,346,289,131,0.669518
mejiadie_004.jpg,439,322,310,185,0.92866
mejiadie_005.jpg,430,362,322,147,0.808928
mejiadie_006.jpg,459,375,288,156,0.933902
mejiadie_007.jpg,448,349,279,147,0.587885
mejiadie_008.jpg,438,295,289,270,0.929329
mejiadie_009.jpg,499,2,303,147,0.898853
mejiadie_009.jpg,420,507,316,167,0.913695
mejiadie_009.jpg,412,350,306,139,0.924888
mejiadie_009.jpg,84,430,381,184,0.94569
mejiadie_010.jpg,357,329,374,215,0.927382
mejiadie_011.jpg,528,285,138,262,0.894941
mejiadie_017.jpg,226,356,210,85,0.604669
moreajul_001.jpg,318,565,100,62,0.866402
moreajul_001.jpg,404,172,105,64,0.904838
moreajul_003.jpg,188,475,154,100,0.941274
moreajul_005.jpg,438,443,85,65,0.830052
moreajul_006.jpg,198,316,51,30,0.619061
moreajul_006.jpg,402,231,369,345,0.918363
moreajul_007.jpg,387,213,83,48,0.899744
moreajul_007.jpg,387,266,83,49,0.906911
moreajul_008.jpg,156,558,112,70,0.85459
moreajul_010.jpg,237,321,157,99,0.744352
quachpas_001.jpg,311,286,455,311,0.927054
quachpas_002.jpg,0,126,157,179,0.787245
quachpas_002.jpg,151,192,622,407,0.948366
quachpas_003.jpg,540,323,399,221,0.827138
quachpas_003.jpg,91,493,517,298,0.912631
quachpas_003.jpg,83,212,533,294,0.926155
quachpas_003.jpg,526,565,399,243,0.931014
quachpas_004.jpg,425,330,277,159,0.802961
quachpas_004.jpg,130,223,388,231,0.924313
quachpas_004.jpg,423,505,270,168,0.932796
quachpas_004.jpg,127,447,384,217,0.945904
quachpas_005.jpg,142,237,651,409,0.925666
quachpas_006.jpg,108,198,680,438,0.845573
quachpas_007.jpg,126,216,678,359,0.869752
quachpas_008.jpg,302,275,591,334,0.948359
quachpas_009.jpg,0,234,232,370,0.730505
quachpas_009.jpg,224,217,673,378,0.829273
sambrozi_002.jpg,168,378,174,102,0.68099
sambrozi_002.jpg,302,602,251,150,0.828971
sambrozi_002.jpg,277,290,195,133,0.918082
sambrozi_003.jpg,440,411,147,102,0.751909
sambrozi_004.jpg,259,568,344,201,0.941457
sambrozi_005.jpg,317,392,158,87,0.913966
sambrozi_006.jpg,360,439,162,75,0.903216
sambrozi_007.jpg,404,204,244,135,0.713746
sambrozi_009.jpg,299,399,252,112,0.901886
sambrozi_010.jpg,377,163,249,122,0.876377
thlauren_001.jpg,925,1095,422,261,0.747752
thlauren_001.jpg,2354,533,413,539,0.921466
thlauren_001.jpg,1013,537,396,324,0.929806
thlauren_002.jpg,290,632,375,252,0.890579
thlauren_002.jpg,2096,461,374,328,0.931098
thlauren_003.jpg,932,1275,1143,670,0.9178
thlauren_003.jpg,739,277,887,510,0.948351
thlauren_004.jpg,867,924,2104,1503,0.940933
thlauren_005.jpg,1642,66,581,492,0.944888
thlauren_006.jpg,552,362,783,821,0.90757
thlauren_007.jpg,1602,436,666,508,0.920288
thlauren_007.jpg,480,957,714,519,0.933218
thlauren_007.jpg,1269,1012,639,391,0.943325
thlauren_008.jpg,1320,1336,525,337,0.894021
thlauren_008.jpg,1637,788,537,416,0.895476
thlauren_008.jpg,1089,1537,588,330,0.909379
thlauren_008.jpg,1947,391,711,661,0.911959
thlauren_008.jpg,362,1136,417,504,0.940379
thlauren_008.jpg,1388,1030,602,418,0.941762
thlauren_009.jpg,463,1011,489,240,0.821964
thlauren_010.jpg,551,1000,1077,474,0.749164
thlauren_010.jpg,553,469,972,542,0.929019
thlauren_013.jpg,1206,1712,669,385,0.629061
